Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.polazak,Datum.putovanja.povratak,Odrediste,Broj.osoba.u.pratnji,Koristen.Vladin.zrakoplov,Iznos.putnih.troskova.po.sluzbenom.putovanju.u.kn,Iznos.troskova.smjestaja.po.sluzbenom.putovanju.u.kn,Iznos.troskova.reprezentacije.u.kn,Ukupni.troskovi.u.kn,Prosjek.troska.u.kn.po.osobi,Mjesec
Blaženka Divjak,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_divjak_ministr,2017,2017-07-06,2017-07-07,Sarajevo,0,,3439.95,607.85,0,4047.8,4047.8,7
Blaženka Divjak,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_divjak_ministr,2017,2017-06-26,2017-07-03,Amsterdam,0,,518.7,0,0,518.7,518.7,6
Blaženka Divjak,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_divjak_ministr,2017,2017-06-18,2017-06-19,Dubrovnik,0,,255,807,0,1062,1062,6
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_2,2011,,,,,,,,,0,0,
Sve po ministarstvu i godini,Ministarstvo državne imovine,http://imamopravoznati.org,2016,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo državne imovine,http://imamopravoznati.org,2017,,,,,,1971.9,1971.9,0,11519.9,7312.616667,
Sve po ministarstvu i godini,Ministarstvo financija,http://imamopravoznati.org,2016,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org,2012,,,,,,13651.1,13651.1,0,25049.16,9059.053333,
Sve po ministarstvu i godini,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org,2013,,,,,,144848.96,144848.96,0,194488.45,85332.93333,
Sve po ministarstvu i godini,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org,2015,,,,,,404233.75,404233.75,522.75,661050.34,207278.0395,
Sve po ministarstvu i godini,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org,2016,,,,,,102698.93,102698.93,1080,181366.06,120001.5513,
Sve po ministarstvu i godini,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org,2017,,,,,,52184.04,52184.04,0,76399.03,49827.825,
Sve po ministarstvu i godini,Ministarstvo graditeljstva i prostornoga uređenja,http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo graditeljstva i prostornoga uređenja,http://imamopravoznati.org,2012,,,,,,46534.46,46534.46,298.42,57976.68,26477.99,
Sve po ministarstvu i godini,Ministarstvo graditeljstva i prostornoga uređenja,http://imamopravoznati.org,2016,,,,,,15150.58,15150.58,1178,27208.72,19917.74,
Sve po ministarstvu i godini,Ministarstvo graditeljstva i prostornoga uređenja,http://imamopravoznati.org,2017,,,,,,3005.2,3005.2,0,3537.4,2792.7,
Sve po ministarstvu i godini,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org,2012,,,,,,20651.2,20651.2,950.22,34763.35,10713.17083,
Sve po ministarstvu i godini,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org,2014,,,,,,81119.45,81119.45,10223.19,157866.58,52574.8315,
Sve po ministarstvu i godini,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org,2015,,,,,,80851.23,80851.23,6730.24,151883.93,47521.58167,
Sve po ministarstvu i godini,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org,2016,,,,,,26714.44,26714.44,1830,34875.01,16787.505,
Sve po ministarstvu i godini,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org,2017,,,,,,21882.34,21882.34,0,25767.07,13485.07,
Sve po ministarstvu i godini,Ministarstvo kulture,http://imamopravoznati.org,2016,,,,,,69785.71,69785.71,0,153686.48,72710.935,
Sve po ministarstvu i godini,Ministarstvo kulture,http://imamopravoznati.org,2017,,,,,,93728.86,93728.86,0,132015.75,58594.42667,
Sve po ministarstvu i godini,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org,2012,,,,,,8176.63,8176.63,0,8176.63,7850.315,
Sve po ministarstvu i godini,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org,2014,,,,,,141505.52,141505.52,9167.65,222902.73,76248.4085,
Sve po ministarstvu i godini,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org,2015,,,,,,124079.14,124079.14,5219,188583.08,60815.8475,
Sve po ministarstvu i godini,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org,2016,,,,,,12529,12529,0,17442.49,6329.083333,
Sve po ministarstvu i godini,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org,2017,,,,,,27041.25,27041.25,0,45334.88,17321.8,
Sve po ministarstvu i godini,Ministarstvo obrane,http://imamopravoznati.org,2014,,,,,,338586.38,338586.38,0,461513.61,131327.7448,
Sve po ministarstvu i godini,Ministarstvo obrane,http://imamopravoznati.org,2017,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo poljoprivrede,http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo poljoprivrede,http://imamopravoznati.org,2012,,,,,,108215.52,108215.52,1097.39,170439.36,79307.40083,
Sve po ministarstvu i godini,Ministarstvo poljoprivrede,http://imamopravoznati.org,2015,,,,,,72369.25,72369.25,0,92042.77,41252.925,
Sve po ministarstvu i godini,Ministarstvo poljoprivrede,http://imamopravoznati.org,2016,,,,,,33371.15,33371.15,0,47545.15,12120.39667,
Sve po ministarstvu i godini,Ministarstvo poljoprivrede,http://imamopravoznati.org,2017,,,,,,55940.27,55940.27,5508.46,90833.21,40919.182,
Sve po ministarstvu i godini,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org,2014,,,,,,206064.09,206064.09,2355.06,285294.27,94780.83125,
Sve po ministarstvu i godini,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org,2015,,,,,,104433.38,104433.38,0,125266.2,37854.92847,
Sve po ministarstvu i godini,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org,2016,,,,,,10060.25,10060.25,0,14010.96,6745.98,
Sve po ministarstvu i godini,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org,2017,,,,,,53863.81,53863.81,524.76,82377.65,42810.29833,
Sve po ministarstvu i godini,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org,2012,,,,,,27445.03,27445.03,0,29548.23,18061.915,
Sve po ministarstvu i godini,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org,2016,,,,,,31446.31,31446.31,8000.42,47717.08,42689.16333,
Sve po ministarstvu i godini,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org,2017,,,,,,57597.91,57597.91,14136.88,98418.47,92113.97,
Sve po ministarstvu i godini,Ministarstvo unutarnjih poslova,http://imamopravoznati.org,2016,,,,,,103404.95,103404.95,3062.15,130749.29,34481.8465,
Sve po ministarstvu i godini,Ministarstvo unutarnjih poslova,http://imamopravoznati.org,2017,,,,,,39587.96,39587.96,0,41782.49,10322.6225,
Sve po ministarstvu i godini,Ministarstvo uprave,http://imamopravoznati.org,2012,,,,,,1622.81,1622.81,0,2354.33,1092.165,
Sve po ministarstvu i godini,Ministarstvo uprave,http://imamopravoznati.org,2016,,,,,,13212.81,13212.81,0,17081.77,8766.07,
Sve po ministarstvu i godini,Ministarstvo uprave,http://imamopravoznati.org,2017,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org,2012,,,,,,600234.24,600234.24,0,846005.97,378742.7867,
Sve po ministarstvu i godini,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org,2016,,,,,,1525272.61,1525272.61,0,1978728.64,515595.7679,
Sve po ministarstvu i godini,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org,2017,,,,,,39859.39,39859.39,0,57502.72,25113.86633,
Sve po ministarstvu i godini,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org,2012,,,,,,33527.7,33527.7,0,43914.7,20087.1,
Sve po ministarstvu i godini,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org,2013,,,,,,39885.9,39885.9,749.56,63636.46,37153.98,
Sve po ministarstvu i godini,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org,2015,,,,,,69185.1,69185.1,2772,111384.84,53697.73833,
Sve po ministarstvu i godini,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org,2016,,,,,,64178.62,64178.62,1389.3,115071.9,43275.07833,
Sve po ministarstvu i godini,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org,2017,,,,,,15129.18,15129.18,0,19621.46,9257.365833,
Sve po ministarstvu i godini,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org,2012,,,,,,18326.17,18326.17,0,26125.17,8763.0425,
Sve po ministarstvu i godini,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org,2017,,,,,,74812.15,74812.15,0,101783.37,41919.30619,
Sve po ministarstvu i godini,Ministarstvo zdravstva,http://imamopravoznati.org,2016,,,,,,72896.73,72896.73,0,121173.92,66885.80333,
Sve po ministarstvu i godini,Ministarstvo zdravstva,http://imamopravoznati.org,2017,,,,,,31590.75,31590.75,0,42498.26,24594.71,
Sve po ministarstvu i godini,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org,2012,,,,,,107026.91,107026.91,256.55,137504.46,69158.785,
Sve po ministarstvu i godini,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org,2013,,,,,,107961.44,107961.44,555.31,150856.42,63948.025,
Sve po ministarstvu i godini,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org,2014,,,,,,79991.29,79991.29,664.58,127547.58,75915.426,
Sve po ministarstvu i godini,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org,2015,,,,,,82495.54,82495.54,5933.79,143639.94,65329.8319,
Sve po ministarstvu i godini,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org,2016,,,,,,37330.11,37330.11,3633.98,68481.61,25853.01,
Sve po ministarstvu i godini,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org,2017,,,,,,59110.82,59110.82,904.49,75085.22,35649.96833,
Sve po ministarstvu i godini,Vlada Republike Hrvatske,http://imamopravoznati.org,2011,,,,,,0,0,0,0,0,
Sve po ministarstvu i godini,Vlada Republike Hrvatske,http://imamopravoznati.org,2012,,,,,,337343.41,337343.41,646.72,442549.8,214819.9317,
Sve po ministarstvu i godini,Vlada Republike Hrvatske,http://imamopravoznati.org,2016,,,,,,43083.66,43083.66,2536.96,198070.45,42351.23983,
Sve po ministarstvu i godini,Vlada Republike Hrvatske,http://imamopravoznati.org,2017,,,,,,44838.98,44838.98,0,182068.32,43773.61224,
Sve,Ministarstvo državne imovine,http://imamopravoznati.org,2016,11/1/2016,,,,,0,0,0,0,0,11
Sve,Ministarstvo državne imovine,http://imamopravoznati.org,2016,12/1/2016,,,,,0,0,0,0,0,12
Sve,Ministarstvo državne imovine,http://imamopravoznati.org,2017,1/1/2017,,,,,300,300,0,300,75,1
